"Uberstrain","ST_Country","N_human_e.coli_shigella","N_bovine_e.coli_shigella","N_swine_e.coli_shigella","N_poultry_e.coli_shigella","N_dog_e.coli_shigella","N_water_e.coli_shigella","Name.x","Barcode.x","Data.Source.Accession.No..Sequencing.Platform.Sequencing.Library.Insert.Size.Experiment.Status.","Source.Niche","Source.Type","Source.Details","Collection.Year","Collection.Month","Collection.Day","Collection.Time","Continent.x","Country.x","Region.x","District.x","City.x","Post.Code","Latitude.x","Longitude.x","Lab.Contact","Species.x","Serological.Group","Serotype.x","EcoR.Cluster","Path.Nonpath","Simple.Patho","Comment.x","Simple.Disease","Bio.Project.ID","Project.ID","Disease.x","Sample.ID","Secondary.Sample.ID","Date.Entered","Release.Date","Differences","ST","ST.Complex","Lineage","Subspecies","adk","fumC","gyrB","icd","mdh","purA","recA","is_common_ST","is_common_country","is_bovine","is_swine","is_poultry","is_human","is_human2","is_dog","is_water","is_concerned_host","Name.y","Data Source(Accession No.;Sequencing Platform;Sequencing Library;Insert Size;Experiment;Status)","Source Niche","Source Type","Source Details","Collection Year","Collection Month","Collection Day","Collection Time","Continent.y","Country.y","Region.y","District.y","City.y","Post Code","Latitude.y","Longitude.y","Lab Contact","Species.y","Serological Group","Serotype.y","EcoR Cluster","Path/Nonpath","Simple Patho","Simple Disease","Comment.y","Bio Project ID","Project ID","Disease.y","Sample ID","Secondary Sample ID","Date Entered","Release Date","Barcode.y","Status","Coverage","N50","Length","Contig Number(>=200 bp)","Low Quality Bases","Version","Assembly barcode"
"ESC_PA1700AA","11_New Zealand",77,80,1,0,0,1,"ERL06677","ESC_PA1700AA","SRR7644870;ILLUMINA;Paired;;SRX4508139;SRA","Human","Human","Homo sapiens; human",2006,NA,NA,"","Oceania","New Zealand","Waikato","South Waikato District","","",-40.388,175.617,"AgResearch Limited","Escherichia coli","","O157:H7","","","","","","PRJNA483087","SRP156353","","SAMN09765912","SRS3628070","2019-11-18","2019-08-01",NA,11,"ST11 Cplx","ABD",NA,12,12,8,12,15,2,2,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"yes","ERL06677","SRR7644870;ILLUMINA;Paired;;SRX4508139;SRA","Human","Human","Homo sapiens; human",2006,NA,NA,NA,"Oceania","New Zealand","Waikato","South Waikato District",NA,NA,-40.388,175.617,"AgResearch Limited","Escherichia coli",NA,"O157:H7",NA,NA,NA,NA,NA,"PRJNA483087","SRP156353",NA,"SAMN09765912","SRS3628070",2019-11-18,2019-08-01,"ESC_PA1700AA","Assembled",242,149725,5493666,245,36170,4.1,"ESC_GB6313AA_AS"
"ESC_PA1701AA","11_New Zealand",77,80,1,0,0,1,"ERL071133","ESC_PA1701AA","SRR7644871;ILLUMINA;Paired;;SRX4508138;SRA","Livestock","Bovine","Bos taurus; bovine",2007,NA,NA,"","Oceania","New Zealand","","","","",-36.505,174.454,"AgResearch Limited","Escherichia coli","","O157:H7","","","","","","PRJNA483087","SRP156353","","SAMN09765913","SRS3628069","2019-11-18","2019-08-01",NA,11,"ST11 Cplx","ABD",NA,12,12,8,12,15,2,2,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","ERL071133","SRR7644871;ILLUMINA;Paired;;SRX4508138;SRA","Livestock","Bovine","Bos taurus; bovine",2007,NA,NA,NA,"Oceania","New Zealand","","",NA,NA,-36.505,174.454,"AgResearch Limited","Escherichia coli",NA,"O157:H7",NA,NA,NA,NA,NA,"PRJNA483087","SRP156353",NA,"SAMN09765913","SRS3628069",2019-11-18,2019-08-01,"ESC_PA1701AA","Assembled",145,156570,5511722,231,33904,4.1,"ESC_GB6312AA_AS"
"ESC_PA1702AA","11_New Zealand",77,80,1,0,0,1,"ERL07154","ESC_PA1702AA","SRR7644872;ILLUMINA;Paired;;SRX4508137;SRA","Livestock","Bovine","Bos taurus; bovine",2007,NA,NA,"","Oceania","New Zealand","Waikato","South Waikato District","","",-40.388,175.617,"AgResearch Limited","Escherichia coli","","O157:H7","","","","","","PRJNA483087","SRP156353","","SAMN09765914","SRS3628067","2019-11-18","2019-08-01",NA,11,"ST11 Cplx","ABD",NA,12,12,8,12,15,2,2,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","ERL07154","SRR7644872;ILLUMINA;Paired;;SRX4508137;SRA","Livestock","Bovine","Bos taurus; bovine",2007,NA,NA,NA,"Oceania","New Zealand","Waikato","South Waikato District",NA,NA,-40.388,175.617,"AgResearch Limited","Escherichia coli",NA,"O157:H7",NA,NA,NA,NA,NA,"PRJNA483087","SRP156353",NA,"SAMN09765914","SRS3628067",2019-11-18,2019-08-01,"ESC_PA1702AA","Assembled",143,188415,5439194,241,49999,4.1,"ESC_GB6311AA_AS"
"ESC_PA1703AA","11_New Zealand",77,80,1,0,0,1,"14ER3009","ESC_PA1703AA","SRR7644873;ILLUMINA;Paired;;SRX4508136;SRA","Livestock","Bovine","Bos taurus; bovine",2014,NA,NA,"","Oceania","New Zealand","Canterbury","Ashburton District","","",-43.53,172.616,"AgResearch Limited","Escherichia coli","","O157:H7","","","","","","PRJNA483087","SRP156353","","SAMN09765869","SRS3628068","2019-11-18","2019-08-01",NA,11,"ST11 Cplx","ABD",NA,12,12,8,12,15,2,2,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","14ER3009","SRR7644873;ILLUMINA;Paired;;SRX4508136;SRA","Livestock","Bovine","Bos taurus; bovine",2014,NA,NA,NA,"Oceania","New Zealand","Canterbury","Ashburton District",NA,NA,-43.53,172.616,"AgResearch Limited","Escherichia coli",NA,"O157:H7",NA,NA,NA,NA,NA,"PRJNA483087","SRP156353",NA,"SAMN09765869","SRS3628068",2019-11-18,2019-08-01,"ESC_PA1703AA","Assembled",81,160592,5387056,233,38972,4.1,"ESC_GB6310AA_AS"
"ESC_PA1704AA","11_New Zealand",77,80,1,0,0,1,"14ER98","ESC_PA1704AA","SRR7644874;ILLUMINA;Paired;;SRX4508135;SRA","Livestock","Bovine","Bos taurus; bovine",2014,NA,NA,"","Oceania","New Zealand","Waikato","South Waikato District","","",-40.388,175.617,"AgResearch Limited","Escherichia coli","","O157:H7","","","","","","PRJNA483087","SRP156353","","SAMN09765870","SRS3628065","2019-11-18","2019-08-01",NA,11,"ST11 Cplx","ABD",NA,12,12,8,12,15,2,2,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","14ER98","SRR7644874;ILLUMINA;Paired;;SRX4508135;SRA","Livestock","Bovine","Bos taurus; bovine",2014,NA,NA,NA,"Oceania","New Zealand","Waikato","South Waikato District",NA,NA,-40.388,175.617,"AgResearch Limited","Escherichia coli",NA,"O157:H7",NA,NA,NA,NA,NA,"PRJNA483087","SRP156353",NA,"SAMN09765870","SRS3628065",2019-11-18,2019-08-01,"ESC_PA1704AA","Assembled",104,184325,5408495,195,30453,4.1,"ESC_GB6309AA_AS"
"ESC_PA1705AA","11_New Zealand",77,80,1,0,0,1,"14ER1012","ESC_PA1705AA","SRR7644875;ILLUMINA;Paired;;SRX4508134;SRA","Livestock","Bovine","Bos taurus; bovine",2014,NA,NA,"","Oceania","New Zealand","Canterbury","Ashburton District","","",-43.53,172.616,"AgResearch Limited","Escherichia coli","","O157:H7","","","","","","PRJNA483087","SRP156353","","SAMN09765865","SRS3628066","2019-11-18","2019-08-01",NA,11,"ST11 Cplx","ABD",NA,12,12,8,12,15,2,2,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","14ER1012","SRR7644875;ILLUMINA;Paired;;SRX4508134;SRA","Livestock","Bovine","Bos taurus; bovine",2014,NA,NA,NA,"Oceania","New Zealand","Canterbury","Ashburton District",NA,NA,-43.53,172.616,"AgResearch Limited","Escherichia coli",NA,"O157:H7",NA,NA,NA,NA,NA,"PRJNA483087","SRP156353",NA,"SAMN09765865","SRS3628066",2019-11-18,2019-08-01,"ESC_PA1705AA","Assembled",111,188415,5420385,259,55979,4.1,"ESC_GB6308AA_AS"
"ESC_PA1706AA","11_New Zealand",77,80,1,0,0,1,"14ER2496","ESC_PA1706AA","SRR7644876;ILLUMINA;Paired;;SRX4508133;SRA","Livestock","Bovine","Bos taurus; bovine",2014,NA,NA,"","Oceania","New Zealand","Waikato","South Waikato District","","",-40.388,175.617,"AgResearch Limited","Escherichia coli","","O157:H7","","","","","","PRJNA483087","SRP156353","","SAMN09765866","SRS3628063","2019-11-18","2019-08-01",NA,11,"ST11 Cplx","ABD",NA,12,12,8,12,15,2,2,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","14ER2496","SRR7644876;ILLUMINA;Paired;;SRX4508133;SRA","Livestock","Bovine","Bos taurus; bovine",2014,NA,NA,NA,"Oceania","New Zealand","Waikato","South Waikato District",NA,NA,-40.388,175.617,"AgResearch Limited","Escherichia coli",NA,"O157:H7",NA,NA,NA,NA,NA,"PRJNA483087","SRP156353",NA,"SAMN09765866","SRS3628063",2019-11-18,2019-08-01,"ESC_PA1706AA","Assembled",175,151733,5428267,239,48286,4.1,"ESC_GB6307AA_AS"
"ESC_PA1707AA","11_New Zealand",77,80,1,0,0,1,"14ER2816","ESC_PA1707AA","SRR7644877;ILLUMINA;Paired;;SRX4508132;SRA","Livestock","Bovine","Bos taurus; bovine",2014,NA,NA,"","Oceania","New Zealand","Canterbury","Ashburton District","","",-43.53,172.616,"AgResearch Limited","Escherichia coli","","O157:H7","","","","","","PRJNA483087","SRP156353","","SAMN09765867","SRS3628064","2019-11-18","2019-08-01",NA,11,"ST11 Cplx","ABD",NA,12,12,8,12,15,2,2,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","14ER2816","SRR7644877;ILLUMINA;Paired;;SRX4508132;SRA","Livestock","Bovine","Bos taurus; bovine",2014,NA,NA,NA,"Oceania","New Zealand","Canterbury","Ashburton District",NA,NA,-43.53,172.616,"AgResearch Limited","Escherichia coli",NA,"O157:H7",NA,NA,NA,NA,NA,"PRJNA483087","SRP156353",NA,"SAMN09765867","SRS3628064",2019-11-18,2019-08-01,"ESC_PA1707AA","Assembled",121,148293,5474950,244,33861,4.1,"ESC_GB6306AA_AS"
"ESC_PA1708AA","11_New Zealand",77,80,1,0,0,1,"14ER2831","ESC_PA1708AA","SRR7644878;ILLUMINA;Paired;;SRX4508131;SRA","Livestock","Bovine","Bos taurus; bovine",2014,NA,NA,"","Oceania","New Zealand","Waikato","South Waikato District","","",-40.388,175.617,"AgResearch Limited","Escherichia coli","","O157:H7","","","","","","PRJNA483087","SRP156353","","SAMN09765868","SRS3628060","2019-11-18","2019-08-01",NA,11,"ST11 Cplx","ABD",NA,12,12,8,12,15,2,2,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","14ER2831","SRR7644878;ILLUMINA;Paired;;SRX4508131;SRA","Livestock","Bovine","Bos taurus; bovine",2014,NA,NA,NA,"Oceania","New Zealand","Waikato","South Waikato District",NA,NA,-40.388,175.617,"AgResearch Limited","Escherichia coli",NA,"O157:H7",NA,NA,NA,NA,NA,"PRJNA483087","SRP156353",NA,"SAMN09765868","SRS3628060",2019-11-18,2019-08-01,"ESC_PA1708AA","Assembled",179,252046,5475028,260,41532,4.1,"ESC_GB6305AA_AS"
"ESC_PA1709AA","11_New Zealand",77,80,1,0,0,1,"109ST1O157","ESC_PA1709AA","SRR7644879;ILLUMINA;Paired;;SRX4508130;SRA","Livestock","Bovine","Bos taurus; bovine",2008,NA,NA,"","Oceania","New Zealand","Waikato","South Waikato District","","",-40.388,175.617,"AgResearch Limited","Escherichia coli","","O157:H7","","","","","","PRJNA483087","SRP156353","","SAMN09765861","SRS3628062","2019-11-18","2019-08-01",NA,11,"ST11 Cplx","ABD",NA,12,12,8,12,15,2,2,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","109ST1O157","SRR7644879;ILLUMINA;Paired;;SRX4508130;SRA","Livestock","Bovine","Bos taurus; bovine",2008,NA,NA,NA,"Oceania","New Zealand","Waikato","South Waikato District",NA,NA,-40.388,175.617,"AgResearch Limited","Escherichia coli",NA,"O157:H7",NA,NA,NA,NA,NA,"PRJNA483087","SRP156353",NA,"SAMN09765861","SRS3628062",2019-11-18,2019-08-01,"ESC_PA1709AA","Assembled",122,201746,5419482,199,22307,4.1,"ESC_GB6304AA_AS"
"ESC_PA1710AA","11_New Zealand",77,80,1,0,0,1,"13ER3795","ESC_PA1710AA","SRR7644880;ILLUMINA;Paired;;SRX4508129;SRA","Livestock","Bovine","Bos taurus; bovine",2013,NA,NA,"","Oceania","New Zealand","Waikato","South Waikato District","","",-40.388,175.617,"AgResearch Limited","Escherichia coli","","O157:H7","","","","","","PRJNA483087","SRP156353","","SAMN09765862","SRS3628061","2019-11-18","2019-08-01",NA,11,"ST11 Cplx","ABD",NA,12,12,8,12,15,2,2,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","13ER3795","SRR7644880;ILLUMINA;Paired;;SRX4508129;SRA","Livestock","Bovine","Bos taurus; bovine",2013,NA,NA,NA,"Oceania","New Zealand","Waikato","South Waikato District",NA,NA,-40.388,175.617,"AgResearch Limited","Escherichia coli",NA,"O157:H7",NA,NA,NA,NA,NA,"PRJNA483087","SRP156353",NA,"SAMN09765862","SRS3628061",2019-11-18,2019-08-01,"ESC_PA1710AA","Assembled",114,188191,5433501,220,51144,4.1,"ESC_GB6303AA_AS"
"ESC_PA1711AA","11_New Zealand",77,80,1,0,0,1,"13ER4703","ESC_PA1711AA","SRR7644881;ILLUMINA;Paired;;SRX4508128;SRA","Livestock","Bovine","Bos taurus; bovine",2013,NA,NA,"","Oceania","New Zealand","Canterbury","Ashburton District","","",-43.53,172.616,"AgResearch Limited","Escherichia coli","","O157:H7","","","","","","PRJNA483087","SRP156353","","SAMN09765863","SRS3628059","2019-11-18","2019-08-01",NA,11,"ST11 Cplx","ABD",NA,12,12,8,12,15,2,2,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","13ER4703","SRR7644881;ILLUMINA;Paired;;SRX4508128;SRA","Livestock","Bovine","Bos taurus; bovine",2013,NA,NA,NA,"Oceania","New Zealand","Canterbury","Ashburton District",NA,NA,-43.53,172.616,"AgResearch Limited","Escherichia coli",NA,"O157:H7",NA,NA,NA,NA,NA,"PRJNA483087","SRP156353",NA,"SAMN09765863","SRS3628059",2019-11-18,2019-08-01,"ESC_PA1711AA","Assembled",138,160595,5448025,224,35823,4.1,"ESC_GB6302AA_AS"
"ESC_PA1713AA","11_New Zealand",77,80,1,0,0,1,"ERL082124","ESC_PA1713AA","SRR7644883;ILLUMINA;Paired;;SRX4508126;SRA","Human","Human","Homo sapiens; human",2008,NA,NA,"","Oceania","New Zealand","Canterbury","Ashburton District","","",-43.53,172.616,"AgResearch Limited","Escherichia coli","","O157:H7","","","","","","PRJNA483087","SRP156353","","SAMN09765930","SRS3628058","2019-11-18","2019-08-01",NA,11,"ST11 Cplx","ABD",NA,12,12,8,12,15,2,2,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"yes","ERL082124","SRR7644883;ILLUMINA;Paired;;SRX4508126;SRA","Human","Human","Homo sapiens; human",2008,NA,NA,NA,"Oceania","New Zealand","Canterbury","Ashburton District",NA,NA,-43.53,172.616,"AgResearch Limited","Escherichia coli",NA,"O157:H7",NA,NA,NA,NA,NA,"PRJNA483087","SRP156353",NA,"SAMN09765930","SRS3628058",2019-11-18,2019-08-01,"ESC_PA1713AA","Assembled",157,151733,5251559,203,25781,4.1,"ESC_GB6300AA_AS"
"ESC_PA1714AA","11_New Zealand",77,80,1,0,0,1,"ERL082021","ESC_PA1714AA","SRR7644884;ILLUMINA;Paired;;SRX4508125;SRA","Human","Human","Homo sapiens; human",2008,NA,NA,"","Oceania","New Zealand","Waikato","South Waikato District","","",-40.388,175.617,"AgResearch Limited","Escherichia coli","","O157:H7","","","","","","PRJNA483087","SRP156353","","SAMN09765929","SRS3628056","2019-11-18","2019-08-01",NA,11,"ST11 Cplx","ABD",NA,12,12,8,12,15,2,2,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"yes","ERL082021","SRR7644884;ILLUMINA;Paired;;SRX4508125;SRA","Human","Human","Homo sapiens; human",2008,NA,NA,NA,"Oceania","New Zealand","Waikato","South Waikato District",NA,NA,-40.388,175.617,"AgResearch Limited","Escherichia coli",NA,"O157:H7",NA,NA,NA,NA,NA,"PRJNA483087","SRP156353",NA,"SAMN09765929","SRS3628056",2019-11-18,2019-08-01,"ESC_PA1714AA","Assembled",298,184473,5412260,266,57409,4.1,"ESC_GB6299AA_AS"
"ESC_PA1715AA","11_New Zealand",77,80,1,0,0,1,"T53a","ESC_PA1715AA","SRR7644885;ILLUMINA;Paired;;SRX4508124;SRA","Livestock","Bovine","Bos taurus; bovine",2010,NA,NA,"","Oceania","New Zealand","Canterbury","Ashburton District","","",-43.53,172.616,"AgResearch Limited","Escherichia coli","","O157:H7","","","","","","PRJNA483087","SRP156353","","SAMN09766004","SRS3628054","2019-11-18","2019-08-01",NA,11,"ST11 Cplx","ABD",NA,12,12,8,12,15,2,2,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","T53a","SRR7644885;ILLUMINA;Paired;;SRX4508124;SRA","Livestock","Bovine","Bos taurus; bovine",2010,NA,NA,NA,"Oceania","New Zealand","Canterbury","Ashburton District",NA,NA,-43.53,172.616,"AgResearch Limited","Escherichia coli",NA,"O157:H7",NA,NA,NA,NA,NA,"PRJNA483087","SRP156353",NA,"SAMN09766004","SRS3628054",2019-11-18,2019-08-01,"ESC_PA1715AA","Assembled",294,205723,5357770,260,65702,4.1,"ESC_GB6298AA_AS"
"ESC_PA1716AA","11_New Zealand",77,80,1,0,0,1,"H81a","ESC_PA1716AA","SRR7644886;ILLUMINA;Paired;;SRX4508123;SRA","Livestock","Bovine","Bos taurus; bovine",2009,NA,NA,"","Oceania","New Zealand","Waikato","South Waikato District","","",-40.388,175.617,"AgResearch Limited","Escherichia coli","","O157:H7","","","","","","PRJNA483087","SRP156353","","SAMN09766003","SRS3628100","2019-11-18","2019-08-01",NA,11,"ST11 Cplx","ABD",NA,12,12,8,12,15,2,2,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","H81a","SRR7644886;ILLUMINA;Paired;;SRX4508123;SRA","Livestock","Bovine","Bos taurus; bovine",2009,NA,NA,NA,"Oceania","New Zealand","Waikato","South Waikato District",NA,NA,-40.388,175.617,"AgResearch Limited","Escherichia coli",NA,"O157:H7",NA,NA,NA,NA,NA,"PRJNA483087","SRP156353",NA,"SAMN09766003","SRS3628100",2019-11-18,2019-08-01,"ESC_PA1716AA","Assembled",159,148292,5472113,222,37932,4.1,"ESC_GB6297AA_AS"
"ESC_PA1717AA","11_New Zealand",77,80,1,0,0,1,"h25a","ESC_PA1717AA","SRR7644887;ILLUMINA;Paired;;SRX4508122;SRA","Livestock","Bovine","Bos taurus; bovine",2010,NA,NA,"","Oceania","New Zealand","Waikato","South Waikato District","","",-40.388,175.617,"AgResearch Limited","Escherichia coli","","O157:H7","","","","","","PRJNA483087","SRP156353","","SAMN09766002","SRS3628052","2019-11-18","2019-08-01",NA,11,"ST11 Cplx","ABD",NA,12,12,8,12,15,2,2,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","h25a","SRR7644887;ILLUMINA;Paired;;SRX4508122;SRA","Livestock","Bovine","Bos taurus; bovine",2010,NA,NA,NA,"Oceania","New Zealand","Waikato","South Waikato District",NA,NA,-40.388,175.617,"AgResearch Limited","Escherichia coli",NA,"O157:H7",NA,NA,NA,NA,NA,"PRJNA483087","SRP156353",NA,"SAMN09766002","SRS3628052",2019-11-18,2019-08-01,"ESC_PA1717AA","Assembled",304,151447,5322098,243,56534,4.1,"ESC_GB6296AA_AS"
"ESC_PA1718AA","11_New Zealand",77,80,1,0,0,1,"H174a","ESC_PA1718AA","SRR7644888;ILLUMINA;Paired;;SRX4508121;SRA","Livestock","Bovine","Bos taurus; bovine",2009,NA,NA,"","Oceania","New Zealand","Waikato","South Waikato District","","",-40.388,175.617,"AgResearch Limited","Escherichia coli","","O157:H7","","","","","","PRJNA483087","SRP156353","","SAMN09766001","SRS3628053","2019-11-18","2019-08-01",NA,11,"ST11 Cplx","ABD",NA,12,12,8,12,15,2,2,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","H174a","SRR7644888;ILLUMINA;Paired;;SRX4508121;SRA","Livestock","Bovine","Bos taurus; bovine",2009,NA,NA,NA,"Oceania","New Zealand","Waikato","South Waikato District",NA,NA,-40.388,175.617,"AgResearch Limited","Escherichia coli",NA,"O157:H7",NA,NA,NA,NA,NA,"PRJNA483087","SRP156353",NA,"SAMN09766001","SRS3628053",2019-11-18,2019-08-01,"ESC_PA1718AA","Assembled",194,151733,5374115,242,40171,4.1,"ESC_GB6295AA_AS"
"ESC_PA1719AA","11_New Zealand",77,80,1,0,0,1,"ERL081889","ESC_PA1719AA","SRR7644889;ILLUMINA;Paired;;SRX4508120;SRA","Livestock","Bovine","Bos taurus; bovine",2008,NA,NA,"","Oceania","New Zealand","","","","",-36.505,174.454,"AgResearch Limited","Escherichia coli","","O157:H7","","","","","","PRJNA483087","SRP156353","","SAMN09765926","SRS3628101","2019-11-18","2019-08-01",NA,11,"ST11 Cplx","ABD",NA,12,12,8,12,15,2,2,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","ERL081889","SRR7644889;ILLUMINA;Paired;;SRX4508120;SRA","Livestock","Bovine","Bos taurus; bovine",2008,NA,NA,NA,"Oceania","New Zealand","","",NA,NA,-36.505,174.454,"AgResearch Limited","Escherichia coli",NA,"O157:H7",NA,NA,NA,NA,NA,"PRJNA483087","SRP156353",NA,"SAMN09765926","SRS3628101",2019-11-18,2019-08-01,"ESC_PA1719AA","Assembled",155,184325,5413663,207,35107,4.1,"ESC_GB6294AA_AS"
"ESC_PA1720AA","11_New Zealand",77,80,1,0,0,1,"ERL081743","ESC_PA1720AA","SRR7644890;ILLUMINA;Paired;;SRX4508119;SRA","Human","Human","Homo sapiens; human",2008,NA,NA,"","Oceania","New Zealand","Waikato","South Waikato District","","",-40.388,175.617,"AgResearch Limited","Escherichia coli","","O157:H7","","","","","","PRJNA483087","SRP156353","","SAMN09765925","SRS3628055","2019-11-18","2019-08-01",NA,11,"ST11 Cplx","ABD",NA,12,12,8,12,15,2,2,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"yes","ERL081743","SRR7644890;ILLUMINA;Paired;;SRX4508119;SRA","Human","Human","Homo sapiens; human",2008,NA,NA,NA,"Oceania","New Zealand","Waikato","South Waikato District",NA,NA,-40.388,175.617,"AgResearch Limited","Escherichia coli",NA,"O157:H7",NA,NA,NA,NA,NA,"PRJNA483087","SRP156353",NA,"SAMN09765925","SRS3628055",2019-11-18,2019-08-01,"ESC_PA1720AA","Assembled",124,241692,5408960,204,28396,4.1,"ESC_GB6293AA_AS"
"ESC_PA1721AA","11_New Zealand",77,80,1,0,0,1,"ERL082000","ESC_PA1721AA","SRR7644891;ILLUMINA;Paired;;SRX4508118;SRA","Human","Human","Homo sapiens; human",2008,NA,NA,"","Oceania","New Zealand","Waikato","South Waikato District","","",-40.388,175.617,"AgResearch Limited","Escherichia coli","","O157:H7","","","","","","PRJNA483087","SRP156353","","SAMN09765928","SRS3628049","2019-11-18","2019-08-01",NA,11,"ST11 Cplx","ABD",NA,12,12,8,12,15,2,2,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"yes","ERL082000","SRR7644891;ILLUMINA;Paired;;SRX4508118;SRA","Human","Human","Homo sapiens; human",2008,NA,NA,NA,"Oceania","New Zealand","Waikato","South Waikato District",NA,NA,-40.388,175.617,"AgResearch Limited","Escherichia coli",NA,"O157:H7",NA,NA,NA,NA,NA,"PRJNA483087","SRP156353",NA,"SAMN09765928","SRS3628049",2019-11-18,2019-08-01,"ESC_PA1721AA","Assembled",135,159534,5465213,251,47824,4.1,"ESC_GB6292AA_AS"
"ESC_PA1722AA","11_New Zealand",77,80,1,0,0,1,"ERL081945","ESC_PA1722AA","SRR7644892;ILLUMINA;Paired;;SRX4508117;SRA","Human","Human","Homo sapiens; human",2008,NA,NA,"","Oceania","New Zealand","Waikato","South Waikato District","","",-40.388,175.617,"AgResearch Limited","Escherichia coli","","O157:H7","","","","","","PRJNA483087","SRP156353","","SAMN09765927","SRS3628051","2019-11-18","2019-08-01",NA,11,"ST11 Cplx","ABD",NA,12,12,8,12,15,2,2,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"yes","ERL081945","SRR7644892;ILLUMINA;Paired;;SRX4508117;SRA","Human","Human","Homo sapiens; human",2008,NA,NA,NA,"Oceania","New Zealand","Waikato","South Waikato District",NA,NA,-40.388,175.617,"AgResearch Limited","Escherichia coli",NA,"O157:H7",NA,NA,NA,NA,NA,"PRJNA483087","SRP156353",NA,"SAMN09765927","SRS3628051",2019-11-18,2019-08-01,"ESC_PA1722AA","Assembled",126,160591,5394773,242,40110,4.1,"ESC_GB6291AA_AS"
"ESC_PA1723AA","11_New Zealand",77,80,1,0,0,1,"ERL07314","ESC_PA1723AA","SRR7644893;ILLUMINA;Paired;;SRX4508116;SRA","Human","Human","Homo sapiens; human",2007,NA,NA,"","Oceania","New Zealand","Canterbury","Ashburton District","","",-43.53,172.616,"AgResearch Limited","Escherichia coli","","O157:H7","","","","","","PRJNA483087","SRP156353","","SAMN09765922","SRS3628048","2019-11-18","2019-08-01",NA,11,"ST11 Cplx","ABD",NA,12,12,8,12,15,2,2,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"yes","ERL07314","SRR7644893;ILLUMINA;Paired;;SRX4508116;SRA","Human","Human","Homo sapiens; human",2007,NA,NA,NA,"Oceania","New Zealand","Canterbury","Ashburton District",NA,NA,-43.53,172.616,"AgResearch Limited","Escherichia coli",NA,"O157:H7",NA,NA,NA,NA,NA,"PRJNA483087","SRP156353",NA,"SAMN09765922","SRS3628048",2019-11-18,2019-08-01,"ESC_PA1723AA","Assembled",142,238828,5505185,248,39789,4.1,"ESC_GB6290AA_AS"
